Datetime (PST),temperature,netRadiation,battery,flux
2020-11-17 13:35:00-08:00,25.23,8.731,13.7,
2020-11-17 13:40:00-08:00,24.35,153.674,13.7,
2020-11-17 13:45:00-08:00,24.14,153.674,13.7,
2020-11-17 13:50:00-08:00,23.88,155.421,13.8,
2020-11-17 13:55:00-08:00,23.62,110.017,13.7,
2020-11-17 14:00:00-08:00,23.21,103.032,13.7,-17.0
2020-11-17 14:05:00-08:00,24.57,223.526,14.6,
2020-11-17 14:10:00-08:00,24.3,141.45,14.1,
2020-11-17 14:15:00-08:00,23.77,92.554,13.8,
2020-11-17 14:20:00-08:00,23.74,113.509,14.0,
2020-11-17 14:25:00-08:00,24.09,80.33,13.8,
2020-11-17 14:30:00-08:00,22.12,57.628,13.7,-69.7
2020-11-17 14:35:00-08:00,23.16,55.882,13.8,
2020-11-17 14:40:00-08:00,23.3,52.389,13.7,
2020-11-17 14:45:00-08:00,23.32,101.285,14.6,
2020-11-17 14:50:00-08:00,23.97,110.017,14.6,
2020-11-17 14:55:00-08:00,23.72,71.598,14.6,
2020-11-17 15:00:00-08:00,23.98,96.046,14.5,-89.0
2020-11-17 15:05:00-08:00,23.16,34.926,13.8,
2020-11-17 15:10:00-08:00,23.48,45.404,14.4,
2020-11-17 15:15:00-08:00,22.84,34.926,13.9,
2020-11-17 15:20:00-08:00,22.88,33.18,14.1,
2020-11-17 15:25:00-08:00,22.47,19.209,13.7,
2020-11-17 15:30:00-08:00,23.18,15.717,13.6,-85.5
2020-11-17 15:35:00-08:00,22.01,19.209,13.8,
2020-11-17 15:40:00-08:00,22.54,8.731,13.6,
2020-11-17 15:45:00-08:00,22.96,8.731,13.5,
2020-11-17 15:50:00-08:00,22.48,0.0,13.4,
2020-11-17 15:55:00-08:00,21.44,0.0,13.4,
2020-11-17 16:00:00-08:00,21.41,-1.746,13.4,-80.7
2020-11-17 16:05:00-08:00,20.7,-12.224,13.3,
2020-11-17 16:10:00-08:00,21.91,-15.717,13.3,
2020-11-17 16:15:00-08:00,21.92,-17.463,13.2,
2020-11-17 16:20:00-08:00,21.55,-19.209,13.2,
2020-11-17 16:25:00-08:00,21.23,-22.702,13.2,
2020-11-17 16:30:00-08:00,21.26,-22.702,13.1,-7.8
2020-11-17 16:35:00-08:00,21.62,-24.448,13.1,
2020-11-17 16:40:00-08:00,22.17,-22.702,13.1,
2020-11-17 16:45:00-08:00,21.72,-20.956,13.0,
2020-11-17 16:50:00-08:00,21.61,-24.448,13.1,
2020-11-17 16:55:00-08:00,20.91,-24.448,13.1,
2020-11-17 17:00:00-08:00,21.22,-22.702,13.1,0.4
2020-11-17 17:05:00-08:00,20.39,-22.702,13.1,
2020-11-17 17:10:00-08:00,20.81,-29.687,13.1,
2020-11-17 17:15:00-08:00,19.48,-29.687,13.0,
2020-11-17 17:20:00-08:00,19.23,-31.433,13.0,
2020-11-17 17:25:00-08:00,17.62,-33.18,13.1,
2020-11-17 17:30:00-08:00,18.07,-36.672,13.0,0.0
2020-11-17 17:35:00-08:00,19.29,-38.419,13.0,
2020-11-17 17:40:00-08:00,19.22,-34.926,13.0,
2020-11-17 17:45:00-08:00,17.34,-36.672,13.0,
2020-11-17 17:50:00-08:00,14.15,-36.672,13.0,
2020-11-17 17:55:00-08:00,17.14,-34.926,13.1,
2020-11-17 18:00:00-08:00,17.13,-34.926,13.0,0.3
2020-11-17 18:05:00-08:00,17.09,-34.926,13.0,
2020-11-17 18:10:00-08:00,16.91,-34.926,13.1,
2020-11-17 18:15:00-08:00,16.48,-34.926,13.0,
2020-11-17 18:20:00-08:00,16.68,-31.433,13.0,
2020-11-17 18:25:00-08:00,16.82,-29.687,13.0,
2020-11-17 18:30:00-08:00,15.53,-31.433,13.0,3.9
2020-11-17 18:35:00-08:00,13.8,-33.18,13.0,
2020-11-17 18:40:00-08:00,13.73,-34.926,13.0,
2020-11-17 18:45:00-08:00,15.11,-38.419,13.0,
2020-11-17 18:50:00-08:00,13.13,-38.419,12.9,
2020-11-17 18:55:00-08:00,12.81,-34.926,13.0,
2020-11-17 19:00:00-08:00,13.01,-33.18,12.9,-2.4
2020-11-17 19:05:00-08:00,13.52,-33.18,12.9,
2020-11-17 19:10:00-08:00,15.34,-29.687,13.0,
2020-11-17 19:15:00-08:00,14.88,-29.687,12.9,
2020-11-17 19:20:00-08:00,15.45,-27.941,13.0,
2020-11-17 19:25:00-08:00,13.48,-29.687,12.9,
2020-11-17 19:30:00-08:00,15.06,-29.687,12.9,-25.2
2020-11-17 19:35:00-08:00,14.06,-31.433,13.0,
2020-11-17 19:40:00-08:00,14.91,-31.433,12.9,
2020-11-17 19:45:00-08:00,15.42,-31.433,13.0,
2020-11-17 19:50:00-08:00,15.08,-34.926,13.0,
2020-11-17 19:55:00-08:00,13.23,-31.433,12.9,
2020-11-17 20:00:00-08:00,14.41,-33.18,12.9,0.4
2020-11-17 20:05:00-08:00,14.34,-33.18,12.9,
2020-11-17 20:10:00-08:00,14.12,-33.18,12.9,
2020-11-17 20:15:00-08:00,14.73,-31.433,13.0,
2020-11-17 20:20:00-08:00,14.98,-26.194,13.0,
2020-11-17 20:25:00-08:00,13.67,-29.687,12.9,
2020-11-17 20:30:00-08:00,13.37,-31.433,12.9,-1.6
2020-11-17 20:35:00-08:00,12.38,-33.18,12.9,
2020-11-17 20:40:00-08:00,13.98,-33.18,12.9,
2020-11-17 20:45:00-08:00,14.29,-29.687,12.9,
2020-11-17 20:50:00-08:00,14.85,-33.18,12.9,
2020-11-17 20:55:00-08:00,12.91,-31.433,12.9,
2020-11-17 21:00:00-08:00,12.31,-31.433,12.9,-6.3
2020-11-17 21:05:00-08:00,12.98,-29.687,12.9,
2020-11-17 21:10:00-08:00,11.52,-31.433,12.9,
2020-11-17 21:15:00-08:00,11.62,-31.433,12.9,
2020-11-17 21:20:00-08:00,12.55,-34.926,12.9,
2020-11-17 21:25:00-08:00,11.78,-34.926,12.9,
2020-11-17 21:30:00-08:00,13.78,-34.926,12.9,-40.5
2020-11-17 21:35:00-08:00,12.62,-36.672,12.8,
2020-11-17 21:40:00-08:00,13.35,-40.165,12.8,
2020-11-17 21:45:00-08:00,11.16,-38.419,12.9,
2020-11-17 21:50:00-08:00,13.0,-33.18,12.9,
2020-11-17 21:55:00-08:00,9.27,-36.672,12.9,
2020-11-17 22:00:00-08:00,13.62,-33.18,13.0,-18.3
2020-11-17 22:05:00-08:00,9.34,-34.926,12.9,
2020-11-17 22:10:00-08:00,10.62,-34.926,12.9,
2020-11-17 22:15:00-08:00,11.73,-34.926,12.9,
2020-11-17 22:20:00-08:00,12.13,-31.433,12.9,
2020-11-17 22:25:00-08:00,11.0,-27.941,12.9,
2020-11-17 22:30:00-08:00,11.15,-29.687,12.9,0.0
2020-11-17 22:35:00-08:00,11.13,-27.941,12.9,
2020-11-17 22:40:00-08:00,11.82,-27.941,12.8,
2020-11-17 22:45:00-08:00,11.21,-33.18,12.9,
2020-11-17 22:50:00-08:00,10.97,-33.18,12.9,
2020-11-17 22:55:00-08:00,10.97,-36.672,12.8,
2020-11-17 23:00:00-08:00,10.12,-40.165,12.8,-6.9
2020-11-17 23:05:00-08:00,12.05,-36.672,12.9,
2020-11-17 23:10:00-08:00,10.97,-36.672,12.9,
2020-11-17 23:15:00-08:00,11.61,-31.433,12.9,
2020-11-17 23:20:00-08:00,11.67,-34.926,12.8,
2020-11-17 23:25:00-08:00,10.88,-36.672,12.9,
2020-11-17 23:30:00-08:00,9.53,-38.419,12.9,-0.2
2020-11-17 23:35:00-08:00,9.2,-38.419,12.9,
2020-11-17 23:40:00-08:00,9.59,-34.926,12.9,
2020-11-17 23:45:00-08:00,9.17,-36.672,12.8,
2020-11-17 23:50:00-08:00,11.59,-36.672,12.8,
2020-11-17 23:55:00-08:00,12.47,-38.419,12.8,
2020-11-18 00:05:00-08:00,10.17,-34.926,12.8,
2020-11-18 00:10:00-08:00,10.3,-36.672,12.8,
2020-11-18 00:15:00-08:00,9.22,-36.672,12.8,
2020-11-18 00:20:00-08:00,9.52,-36.672,12.9,
2020-11-18 00:25:00-08:00,6.63,-34.926,12.8,
2020-11-18 00:30:00-08:00,7.88,-36.672,12.9,0.0
2020-11-18 00:35:00-08:00,9.79,-38.419,12.8,
2020-11-18 00:40:00-08:00,9.63,-38.419,12.8,
2020-11-18 00:45:00-08:00,9.89,-41.911,12.8,
2020-11-18 00:50:00-08:00,9.02,-45.404,12.8,
2020-11-18 00:55:00-08:00,9.34,-41.911,12.8,
2020-11-18 01:00:00-08:00,7.96,-41.911,12.8,-28.2
2020-11-18 01:05:00-08:00,10.03,-45.404,12.7,
2020-11-18 01:10:00-08:00,9.26,-43.658,12.8,
2020-11-18 01:15:00-08:00,7.74,-45.404,12.7,
2020-11-18 01:20:00-08:00,8.41,-43.658,12.8,
2020-11-18 01:25:00-08:00,8.05,-41.911,12.8,
2020-11-18 01:30:00-08:00,8.94,-43.658,12.8,-30.1
2020-11-18 01:35:00-08:00,7.4,-43.658,12.8,
2020-11-18 01:40:00-08:00,7.77,-43.658,12.8,
2020-11-18 01:45:00-08:00,7.85,-45.404,12.8,
2020-11-18 01:50:00-08:00,7.73,-43.658,12.7,
2020-11-18 01:55:00-08:00,7.94,-47.15,12.8,
2020-11-18 02:00:00-08:00,6.49,-45.404,12.8,-14.3
2020-11-18 02:05:00-08:00,6.67,-45.404,12.8,
2020-11-18 02:10:00-08:00,7.52,-41.911,12.8,
2020-11-18 02:15:00-08:00,9.27,-43.658,12.8,
2020-11-18 02:20:00-08:00,10.69,-43.658,12.8,
2020-11-18 02:25:00-08:00,8.59,-41.911,12.7,
2020-11-18 02:30:00-08:00,6.89,-41.911,12.7,0.0
2020-11-18 02:35:00-08:00,7.57,-45.404,12.8,
2020-11-18 02:40:00-08:00,7.3,-47.15,12.8,
2020-11-18 02:45:00-08:00,6.52,-45.404,12.8,
2020-11-18 02:50:00-08:00,6.59,-47.15,12.7,
2020-11-18 02:55:00-08:00,6.54,-43.658,12.8,
2020-11-18 03:00:00-08:00,6.88,-41.911,12.7,-34.7
2020-11-18 03:05:00-08:00,6.83,-41.911,12.8,
2020-11-18 03:10:00-08:00,6.72,-40.165,12.8,
2020-11-18 03:15:00-08:00,7.98,-38.419,12.7,
2020-11-18 03:20:00-08:00,6.05,-40.165,12.7,
2020-11-18 03:25:00-08:00,6.32,-40.165,12.7,
2020-11-18 03:30:00-08:00,7.78,-40.165,12.7,-6.1
2020-11-18 03:35:00-08:00,7.64,-38.419,12.7,
2020-11-18 03:40:00-08:00,7.3,-38.419,12.6,
2020-11-18 03:45:00-08:00,8.41,-38.419,12.7,
2020-11-18 03:50:00-08:00,6.77,-38.419,12.7,
2020-11-18 03:55:00-08:00,6.79,-38.419,12.7,
2020-11-18 04:00:00-08:00,6.46,-38.419,12.7,-0.1
2020-11-18 04:05:00-08:00,6.93,-40.165,12.7,
2020-11-18 04:10:00-08:00,6.84,-45.404,12.7,
2020-11-18 04:15:00-08:00,6.41,-47.15,12.7,
2020-11-18 04:20:00-08:00,6.24,-43.658,12.7,
2020-11-18 04:25:00-08:00,6.52,-40.165,12.7,
2020-11-18 04:30:00-08:00,7.81,-36.672,12.7,-24.4
2020-11-18 04:35:00-08:00,6.56,-41.911,12.7,
2020-11-18 04:40:00-08:00,5.92,-41.911,12.7,
2020-11-18 04:45:00-08:00,5.38,-41.911,12.7,
2020-11-18 04:50:00-08:00,6.3,-43.658,12.7,
2020-11-18 04:55:00-08:00,5.63,-45.404,12.7,
2020-11-18 05:00:00-08:00,5.52,-43.658,12.7,-13.0
2020-11-18 05:05:00-08:00,6.34,-40.165,12.7,
2020-11-18 05:10:00-08:00,6.58,-38.419,12.7,
2020-11-18 05:15:00-08:00,4.88,-36.672,12.7,
2020-11-18 05:20:00-08:00,4.32,-29.687,12.7,
2020-11-18 05:25:00-08:00,5.75,-26.194,12.7,
2020-11-18 05:30:00-08:00,6.07,-31.433,12.7,-10.9
2020-11-18 05:35:00-08:00,5.55,-33.18,12.8,
2020-11-18 05:40:00-08:00,5.75,-34.926,12.6,
2020-11-18 05:45:00-08:00,5.18,-26.194,12.7,
2020-11-18 05:50:00-08:00,5.69,-26.194,12.7,
2020-11-18 05:55:00-08:00,5.77,-22.702,12.7,
2020-11-18 06:00:00-08:00,6.1,-10.478,12.7,-11.6
2020-11-18 06:05:00-08:00,6.94,-1.746,12.7,
2020-11-18 06:10:00-08:00,6.48,-1.746,12.7,
2020-11-18 06:15:00-08:00,7.4,1.746,12.6,
2020-11-18 06:20:00-08:00,7.63,-1.746,12.7,
2020-11-18 06:25:00-08:00,8.18,3.493,12.7,
2020-11-18 06:30:00-08:00,8.19,-1.746,12.7,0.6
2020-11-18 06:35:00-08:00,8.25,-1.746,12.6,
2020-11-18 06:40:00-08:00,8.55,-1.746,12.8,
2020-11-18 06:45:00-08:00,9.07,-1.746,12.7,
2020-11-18 06:50:00-08:00,9.29,1.746,12.8,
2020-11-18 06:55:00-08:00,9.66,10.478,12.8,
2020-11-18 07:00:00-08:00,10.08,13.97,12.9,1.9
2020-11-18 07:05:00-08:00,10.66,6.985,12.9,
2020-11-18 07:10:00-08:00,10.47,10.478,12.9,
2020-11-18 07:15:00-08:00,10.98,17.463,12.9,
2020-11-18 07:20:00-08:00,11.74,17.463,12.9,
2020-11-18 07:25:00-08:00,11.51,17.463,12.9,
2020-11-18 07:30:00-08:00,11.44,-8.731,12.9,-3.4
2020-11-18 07:35:00-08:00,11.66,-15.717,13.0,
2020-11-18 07:40:00-08:00,11.39,-17.463,13.0,
2020-11-18 07:45:00-08:00,12.4,-1.746,12.9,
2020-11-18 07:50:00-08:00,12.86,1.746,13.0,
2020-11-18 07:55:00-08:00,12.65,6.985,13.1,
2020-11-18 08:00:00-08:00,12.89,19.209,13.2,-3.2
2020-11-18 08:05:00-08:00,13.2,22.702,13.3,
2020-11-18 08:10:00-08:00,13.62,13.97,13.4,
2020-11-18 08:15:00-08:00,13.59,10.478,13.5,
2020-11-18 08:20:00-08:00,12.87,38.419,13.7,
2020-11-18 08:25:00-08:00,14.01,22.702,13.8,
2020-11-18 08:30:00-08:00,14.35,-1.746,13.6,3.0
2020-11-18 08:35:00-08:00,14.62,12.224,13.7,
2020-11-18 08:40:00-08:00,14.55,-17.463,13.6,
2020-11-18 08:45:00-08:00,14.51,5.239,13.6,
2020-11-18 08:50:00-08:00,14.45,12.224,13.5,
2020-11-18 08:55:00-08:00,14.5,-8.731,13.6,
2020-11-18 09:00:00-08:00,13.88,-1.746,13.5,1.8
2020-11-18 09:05:00-08:00,13.98,34.926,13.6,
2020-11-18 09:10:00-08:00,14.12,52.389,13.7,
2020-11-18 09:15:00-08:00,14.88,59.374,13.9,
2020-11-18 09:20:00-08:00,14.41,34.926,13.9,
2020-11-18 09:25:00-08:00,14.73,45.404,13.9,
2020-11-18 09:30:00-08:00,15.1,50.643,13.9,18.7
2020-11-18 09:35:00-08:00,15.15,12.224,13.7,
2020-11-18 09:40:00-08:00,15.4,36.672,13.7,
2020-11-18 09:45:00-08:00,15.73,71.598,14.0,
2020-11-18 09:50:00-08:00,15.8,89.061,14.9,
2020-11-18 09:55:00-08:00,16.53,69.852,14.9,
2020-11-18 10:00:00-08:00,16.57,90.808,14.9,14.8
2020-11-18 10:05:00-08:00,17.0,118.748,14.9,
2020-11-18 10:10:00-08:00,17.17,120.495,14.9,
2020-11-18 10:15:00-08:00,17.26,148.436,14.8,
2020-11-18 10:20:00-08:00,17.67,158.913,14.8,
2020-11-18 10:25:00-08:00,17.63,164.152,14.8,
2020-11-18 10:30:00-08:00,17.49,178.123,14.7,11.0
2020-11-18 10:35:00-08:00,17.66,192.093,14.8,
2020-11-18 10:40:00-08:00,17.88,181.615,14.7,
2020-11-18 10:45:00-08:00,17.99,171.137,14.7,
2020-11-18 10:50:00-08:00,18.05,162.406,14.8,
2020-11-18 10:55:00-08:00,18.52,181.615,14.8,
2020-11-18 11:00:00-08:00,18.23,136.211,14.7,16.3
2020-11-18 11:05:00-08:00,18.21,137.958,14.7,
2020-11-18 11:10:00-08:00,18.46,202.571,14.7,
2020-11-18 11:15:00-08:00,18.95,286.393,14.7,
2020-11-18 11:20:00-08:00,18.63,211.302,14.7,
2020-11-18 11:25:00-08:00,18.69,202.571,14.8,
2020-11-18 11:30:00-08:00,18.7,237.497,14.8,11.0
2020-11-18 11:35:00-08:00,18.59,167.645,14.7,
2020-11-18 11:40:00-08:00,19.12,181.615,14.6,
2020-11-18 11:45:00-08:00,18.48,167.645,14.7,
2020-11-18 11:50:00-08:00,19.04,310.841,14.7,
2020-11-18 11:55:00-08:00,19.04,192.093,14.7,
2020-11-18 12:00:00-08:00,18.84,178.123,14.7,10.0
2020-11-18 12:05:00-08:00,19.29,239.243,14.7,
2020-11-18 12:10:00-08:00,18.8,178.123,14.7,
2020-11-18 12:15:00-08:00,19.17,261.945,14.7,
2020-11-18 12:20:00-08:00,18.75,186.854,14.6,
2020-11-18 12:25:00-08:00,19.21,169.391,14.7,
2020-11-18 12:30:00-08:00,18.95,134.465,14.6,9.4
2020-11-18 12:35:00-08:00,19.82,172.884,14.7,
2020-11-18 12:40:00-08:00,19.89,214.795,14.7,
2020-11-18 12:45:00-08:00,19.19,200.825,14.7,
2020-11-18 12:50:00-08:00,19.98,235.751,14.6,
2020-11-18 12:55:00-08:00,19.37,188.6,14.6,
2020-11-18 13:00:00-08:00,19.73,188.6,14.7,6.6
2020-11-18 13:05:00-08:00,20.38,160.66,14.7,
2020-11-18 13:10:00-08:00,19.83,188.6,14.7,
2020-11-18 13:15:00-08:00,20.94,295.125,14.6,
2020-11-18 13:20:00-08:00,19.9,291.632,14.6,
2020-11-18 13:25:00-08:00,20.61,240.989,14.6,
2020-11-18 13:30:00-08:00,20.07,150.182,14.6,9.7
2020-11-18 13:35:00-08:00,20.81,293.378,14.5,
2020-11-18 13:40:00-08:00,20.49,253.214,14.6,
2020-11-18 13:45:00-08:00,20.26,96.046,14.6,
2020-11-18 13:50:00-08:00,21.3,221.78,14.6,
2020-11-18 13:55:00-08:00,19.95,47.15,14.6,
2020-11-18 14:00:00-08:00,19.4,68.106,14.6,6.0
2020-11-18 14:05:00-08:00,20.27,143.197,14.6,
2020-11-18 14:10:00-08:00,20.95,193.839,14.6,
2020-11-18 14:15:00-08:00,21.19,195.586,14.7,
2020-11-18 14:20:00-08:00,21.82,179.869,14.6,
2020-11-18 14:25:00-08:00,20.55,160.66,14.6,
2020-11-18 14:30:00-08:00,20.7,137.958,14.6,2.3
2020-11-18 14:35:00-08:00,21.38,137.958,14.6,
2020-11-18 14:40:00-08:00,21.09,111.763,14.5,
2020-11-18 14:45:00-08:00,20.98,101.285,14.6,
2020-11-18 14:50:00-08:00,21.12,96.046,14.5,
2020-11-18 14:55:00-08:00,21.69,71.598,14.6,
2020-11-18 15:00:00-08:00,21.45,82.076,14.5,-1.6
2020-11-18 15:05:00-08:00,21.21,66.359,14.5,
2020-11-18 15:10:00-08:00,21.0,68.106,14.6,
2020-11-18 15:15:00-08:00,21.1,55.882,14.5,
2020-11-18 15:20:00-08:00,20.77,48.896,14.6,
2020-11-18 15:25:00-08:00,20.97,41.911,14.6,
2020-11-18 15:30:00-08:00,20.91,27.941,14.5,-1.4
2020-11-18 15:35:00-08:00,21.07,15.717,14.6,
2020-11-18 15:40:00-08:00,20.91,0.0,14.5,
2020-11-18 15:45:00-08:00,21.03,0.0,14.6,
2020-11-18 15:50:00-08:00,20.56,-12.224,14.6,
2020-11-18 15:55:00-08:00,20.17,-20.956,14.5,
2020-11-18 16:00:00-08:00,19.65,-24.448,14.6,-1.3
2020-11-18 16:05:00-08:00,19.64,-31.433,14.6,
2020-11-18 16:10:00-08:00,20.08,-34.926,14.6,
2020-11-18 16:15:00-08:00,20.0,-38.419,14.6,
2020-11-18 16:20:00-08:00,19.45,-38.419,13.4,
2020-11-18 16:25:00-08:00,18.73,-38.419,13.4,
2020-11-18 16:30:00-08:00,17.65,-38.419,13.3,-0.9
2020-11-18 16:35:00-08:00,19.05,-38.419,13.2,
2020-11-18 16:40:00-08:00,17.88,-41.911,13.2,
2020-11-18 16:45:00-08:00,17.49,-41.911,13.1,
2020-11-18 16:50:00-08:00,17.45,-41.911,13.1,
2020-11-18 16:55:00-08:00,17.43,-43.658,13.1,
2020-11-18 17:00:00-08:00,17.86,-43.658,13.1,-0.2
2020-11-18 17:05:00-08:00,17.44,-38.419,13.1,
2020-11-18 17:10:00-08:00,17.05,-38.419,13.1,
2020-11-18 17:15:00-08:00,16.28,-40.165,13.1,
2020-11-18 17:20:00-08:00,15.98,-40.165,13.1,
2020-11-18 17:25:00-08:00,17.31,-40.165,13.0,
2020-11-18 17:30:00-08:00,16.98,-41.911,13.0,
2020-11-18 17:35:00-08:00,16.38,-40.165,13.0,
2020-11-18 17:40:00-08:00,16.7,-40.165,13.1,
2020-11-18 17:45:00-08:00,15.44,-40.165,13.0,
2020-11-18 17:50:00-08:00,16.34,-38.419,13.0,
2020-11-18 17:55:00-08:00,15.94,-38.419,13.0,
2020-11-18 18:00:00-08:00,13.63,-40.165,13.1,-3.3
2020-11-18 18:05:00-08:00,13.48,-40.165,13.1,
2020-11-18 18:10:00-08:00,13.43,-40.165,13.0,
2020-11-18 18:15:00-08:00,13.53,-38.419,13.0,
2020-11-18 18:20:00-08:00,14.66,-38.419,13.0,
2020-11-18 18:25:00-08:00,14.2,-38.419,13.0,
2020-11-18 18:30:00-08:00,14.25,-38.419,13.0,-2.6
2020-11-18 18:35:00-08:00,14.05,-36.672,13.1,
2020-11-18 18:40:00-08:00,13.67,-36.672,13.0,
2020-11-18 18:45:00-08:00,13.27,-36.672,13.0,
2020-11-18 18:50:00-08:00,13.48,-17.463,13.0,
2020-11-18 18:55:00-08:00,13.21,-10.478,13.0,
2020-11-18 19:00:00-08:00,13.71,-24.448,13.0,-0.2
2020-11-18 19:05:00-08:00,14.09,-36.672,12.9,
2020-11-18 19:10:00-08:00,15.19,-47.15,13.0,
2020-11-18 19:15:00-08:00,14.66,-47.15,13.0,
2020-11-18 19:20:00-08:00,14.55,-43.658,13.0,
2020-11-18 19:25:00-08:00,14.87,-47.15,13.0,
2020-11-18 19:30:00-08:00,13.22,-40.165,13.0,-0.9
2020-11-18 19:35:00-08:00,12.44,-40.165,13.0,
2020-11-18 19:40:00-08:00,11.84,-45.404,13.0,
2020-11-18 19:45:00-08:00,13.46,-45.404,13.0,
2020-11-18 19:50:00-08:00,12.84,-43.658,13.0,
2020-11-18 19:55:00-08:00,13.75,-50.643,13.0,
2020-11-18 20:00:00-08:00,12.57,-40.165,13.0,-378.7
2020-11-18 20:05:00-08:00,12.45,-40.165,13.0,
2020-11-18 20:10:00-08:00,11.9,-40.165,13.0,
2020-11-18 20:15:00-08:00,12.55,-40.165,13.0,
2020-11-18 20:20:00-08:00,12.84,-40.165,13.0,
2020-11-18 20:25:00-08:00,12.95,-38.419,13.0,
2020-11-18 20:30:00-08:00,12.91,-38.419,13.0,-0.1
2020-11-18 20:35:00-08:00,13.03,-36.672,12.9,
2020-11-18 20:40:00-08:00,12.74,-40.165,13.0,
2020-11-18 20:45:00-08:00,12.48,-40.165,12.9,
2020-11-18 20:50:00-08:00,12.38,-40.165,13.0,
2020-11-18 20:55:00-08:00,12.51,-40.165,12.9,
2020-11-18 21:00:00-08:00,12.62,-40.165,13.0,-0.3
2020-11-18 21:05:00-08:00,12.45,-40.165,13.0,
2020-11-18 21:10:00-08:00,11.92,-41.911,12.9,
2020-11-18 21:15:00-08:00,9.61,-41.911,12.9,
2020-11-18 21:20:00-08:00,9.94,-40.165,12.9,
2020-11-18 21:25:00-08:00,10.84,-40.165,13.0,
2020-11-18 21:30:00-08:00,11.15,-40.165,13.0,1.2
2020-11-18 21:35:00-08:00,11.06,-40.165,12.9,
2020-11-18 21:40:00-08:00,11.35,-40.165,12.9,
2020-11-18 21:45:00-08:00,11.59,-43.658,12.9,
2020-11-18 21:50:00-08:00,11.72,-36.672,12.9,
2020-11-18 21:55:00-08:00,11.62,-40.165,12.9,
2020-11-18 22:00:00-08:00,11.2,-40.165,13.0,1.0
2020-11-18 22:05:00-08:00,10.76,-41.911,13.0,
2020-11-18 22:10:00-08:00,10.91,-40.165,13.0,
2020-11-18 22:15:00-08:00,10.77,-36.672,12.9,
2020-11-18 22:20:00-08:00,8.12,-43.658,12.9,
2020-11-18 22:25:00-08:00,9.84,-43.658,12.9,
2020-11-18 22:30:00-08:00,11.08,-43.658,12.9,-2.1
2020-11-18 22:35:00-08:00,10.99,-43.658,12.9,
2020-11-18 22:40:00-08:00,9.62,-41.911,12.9,
2020-11-18 22:45:00-08:00,10.49,-40.165,13.0,
2020-11-18 22:50:00-08:00,7.46,-40.165,12.9,
2020-11-18 22:55:00-08:00,9.17,-43.658,12.9,
2020-11-18 23:00:00-08:00,8.88,-41.911,12.9,0.5
2020-11-18 23:05:00-08:00,7.95,-41.911,12.9,
2020-11-18 23:10:00-08:00,9.34,-40.165,12.9,
2020-11-18 23:15:00-08:00,8.85,-43.658,12.9,
2020-11-18 23:20:00-08:00,8.0,-43.658,12.9,
2020-11-18 23:25:00-08:00,8.65,-45.404,12.9,
2020-11-18 23:30:00-08:00,8.82,-43.658,12.9,-2.5
2020-11-18 23:35:00-08:00,9.23,-43.658,12.9,
2020-11-18 23:40:00-08:00,9.28,-43.658,12.9,
2020-11-18 23:45:00-08:00,9.48,-43.658,12.9,
2020-11-18 23:50:00-08:00,8.09,-43.658,12.9,
2020-11-18 23:55:00-08:00,8.36,-43.658,12.9,
2020-11-19 00:05:00-08:00,8.24,-43.658,12.9,
2020-11-19 00:10:00-08:00,7.88,-45.404,12.9,
2020-11-19 00:15:00-08:00,7.57,-45.404,12.9,
2020-11-19 00:20:00-08:00,7.91,-45.404,12.8,
2020-11-19 00:25:00-08:00,8.07,-45.404,13.0,
2020-11-19 00:30:00-08:00,7.23,-41.911,12.9,-7.5
2020-11-19 00:35:00-08:00,6.59,-45.404,12.9,
2020-11-19 00:40:00-08:00,7.85,-45.404,12.9,
2020-11-19 00:45:00-08:00,8.12,-43.658,12.9,
2020-11-19 00:50:00-08:00,8.41,-50.643,12.9,
2020-11-19 00:55:00-08:00,8.6,-54.135,12.9,
2020-11-19 01:00:00-08:00,8.95,-57.628,12.9,-31.9
2020-11-19 01:05:00-08:00,8.68,-57.628,12.9,
2020-11-19 01:10:00-08:00,9.14,-52.389,12.9,
2020-11-19 01:15:00-08:00,9.29,-55.882,12.9,
2020-11-19 01:20:00-08:00,9.12,-57.628,12.9,
2020-11-19 01:25:00-08:00,8.87,-55.882,12.9,
2020-11-19 01:30:00-08:00,8.89,-52.389,12.9,-14.1
2020-11-19 01:35:00-08:00,8.62,-50.643,12.8,
2020-11-19 01:40:00-08:00,8.49,-47.15,12.9,
2020-11-19 01:45:00-08:00,8.75,-47.15,12.8,
2020-11-19 01:50:00-08:00,8.95,-47.15,12.8,
2020-11-19 01:55:00-08:00,6.85,-45.404,12.8,
2020-11-19 02:00:00-08:00,8.8,-43.658,12.9,-6.8
2020-11-19 02:05:00-08:00,8.57,-47.15,12.9,
2020-11-19 02:10:00-08:00,8.67,-47.15,12.9,
2020-11-19 02:15:00-08:00,9.66,-48.896,12.8,
2020-11-19 02:20:00-08:00,9.63,-45.404,12.9,
2020-11-19 02:25:00-08:00,6.21,-41.911,12.9,
2020-11-19 02:30:00-08:00,6.09,-48.896,12.9,0.3
2020-11-19 02:35:00-08:00,6.55,-48.896,12.8,
2020-11-19 02:40:00-08:00,6.62,-43.658,12.9,
2020-11-19 02:45:00-08:00,6.7,-45.404,12.9,
2020-11-19 02:50:00-08:00,5.78,-43.658,12.8,
