Datetime (PST),temperature,netRadiation,battery,flux
2020-12-01 20:00:00-08:00,6.17,-50.643,13.0,-0.1
2020-12-01 20:05:00-08:00,6.27,-48.896,12.9,
2020-12-01 20:10:00-08:00,5.76,-50.643,13.0,
2020-12-01 20:15:00-08:00,5.34,-54.135,13.0,
2020-12-01 20:20:00-08:00,4.81,-54.135,13.0,
2020-12-01 20:25:00-08:00,4.59,-52.389,13.0,
2020-12-01 20:30:00-08:00,4.65,-54.135,13.0,-0.5
2020-12-01 20:35:00-08:00,4.67,-52.389,13.0,
2020-12-01 20:40:00-08:00,4.99,-52.389,13.0,
2020-12-01 20:45:00-08:00,4.88,-52.389,13.0,
2020-12-01 20:50:00-08:00,5.84,-52.389,13.0,
2020-12-01 20:55:00-08:00,5.79,-52.389,13.0,
2020-12-01 21:00:00-08:00,6.28,-50.643,13.0,-25.7
2020-12-01 21:05:00-08:00,5.33,-50.643,13.0,
2020-12-01 21:10:00-08:00,5.58,-50.643,12.9,
2020-12-01 21:15:00-08:00,4.91,-48.896,13.0,
2020-12-01 21:20:00-08:00,5.92,-48.896,13.0,
2020-12-01 21:25:00-08:00,5.32,-48.896,12.9,
2020-12-01 21:30:00-08:00,5.43,-52.389,13.0,-6.1
2020-12-01 21:35:00-08:00,4.97,-54.135,12.9,
2020-12-01 21:40:00-08:00,4.55,-52.389,12.9,
2020-12-01 21:45:00-08:00,5.76,-52.389,12.9,
2020-12-01 21:50:00-08:00,5.79,-52.389,13.0,
2020-12-01 21:55:00-08:00,5.73,-54.135,13.0,
2020-12-01 22:00:00-08:00,5.59,-52.389,13.0,-24.1
2020-12-01 22:05:00-08:00,5.95,-52.389,12.9,
2020-12-01 22:10:00-08:00,6.0,-54.135,12.9,
2020-12-01 22:15:00-08:00,5.95,-54.135,13.0,
2020-12-01 22:20:00-08:00,5.62,-52.389,13.0,
2020-12-01 22:25:00-08:00,4.94,-50.643,13.0,
2020-12-01 22:30:00-08:00,4.85,-50.643,12.9,-16.2
2020-12-01 22:35:00-08:00,4.4,-50.643,13.0,
2020-12-01 22:40:00-08:00,5.16,-50.643,13.0,
2020-12-01 22:45:00-08:00,4.58,-50.643,12.9,
2020-12-01 22:50:00-08:00,4.73,-48.896,13.0,
2020-12-01 22:55:00-08:00,4.7,-47.15,12.9,
2020-12-01 23:00:00-08:00,4.88,-47.15,12.9,-3.9
2020-12-01 23:05:00-08:00,4.44,-47.15,12.9,
2020-12-01 23:10:00-08:00,4.03,-47.15,13.0,
2020-12-01 23:15:00-08:00,4.61,-47.15,12.9,
2020-12-01 23:20:00-08:00,3.28,-48.896,12.9,
2020-12-01 23:25:00-08:00,4.26,-45.404,12.9,
2020-12-01 23:30:00-08:00,3.52,-45.404,12.9,1.0
2020-12-01 23:35:00-08:00,2.66,-47.15,12.9,
2020-12-01 23:40:00-08:00,2.12,-47.15,12.9,
2020-12-01 23:45:00-08:00,2.59,-48.896,12.9,
2020-12-01 23:50:00-08:00,3.09,-50.643,12.9,
2020-12-01 23:55:00-08:00,3.13,-52.389,12.9,
2020-12-02 00:05:00-08:00,3.68,-47.15,12.9,
2020-12-02 00:10:00-08:00,2.91,-48.896,12.9,
2020-12-02 00:15:00-08:00,2.26,-45.404,12.9,
2020-12-02 00:20:00-08:00,2.53,-47.15,12.9,
2020-12-02 00:25:00-08:00,2.84,-48.896,12.9,
2020-12-02 00:30:00-08:00,2.7,-47.15,12.9,-2.0
2020-12-02 00:35:00-08:00,3.14,-48.896,12.9,
2020-12-02 00:40:00-08:00,3.55,-50.643,12.9,
2020-12-02 00:45:00-08:00,3.05,-47.15,12.9,
2020-12-02 00:50:00-08:00,3.05,-45.404,12.9,
2020-12-02 00:55:00-08:00,3.28,-45.404,12.9,
2020-12-02 01:00:00-08:00,,,,0.0
2020-12-02 01:05:00-08:00,2.87,-45.404,12.8,
2020-12-02 01:10:00-08:00,3.13,-45.404,12.9,
2020-12-02 01:15:00-08:00,3.79,-45.404,12.9,
2020-12-02 01:20:00-08:00,3.67,-45.404,12.9,
2020-12-02 01:25:00-08:00,3.3,-45.404,12.9,
2020-12-02 01:30:00-08:00,2.66,-45.404,12.8,-0.4
2020-12-02 01:35:00-08:00,2.65,-47.15,12.9,
2020-12-02 01:40:00-08:00,2.02,-47.15,12.9,
2020-12-02 01:45:00-08:00,2.36,-47.15,12.8,
2020-12-02 01:50:00-08:00,1.67,-45.404,12.9,
2020-12-02 01:55:00-08:00,2.84,-45.404,12.8,
2020-12-02 02:00:00-08:00,1.23,-47.15,12.8,2.8
2020-12-02 02:05:00-08:00,1.3,-48.896,12.8,
2020-12-02 02:10:00-08:00,0.88,-48.896,12.8,
2020-12-02 02:15:00-08:00,0.68,-48.896,12.9,
2020-12-02 02:20:00-08:00,3.35,-48.896,12.8,
2020-12-02 02:25:00-08:00,2.95,-47.15,12.8,
2020-12-02 02:30:00-08:00,2.45,-48.896,12.8,0.0
2020-12-02 02:35:00-08:00,3.24,-50.643,12.9,
2020-12-02 02:40:00-08:00,3.51,-48.896,12.9,
2020-12-02 02:45:00-08:00,3.34,-48.896,12.8,
2020-12-02 02:50:00-08:00,2.52,-48.896,12.8,
2020-12-02 02:55:00-08:00,3.16,-45.404,12.8,
2020-12-02 03:00:00-08:00,2.1,-45.404,12.8,0.1
2020-12-02 03:05:00-08:00,2.12,-45.404,12.8,
2020-12-02 03:10:00-08:00,1.94,-45.404,12.9,
2020-12-02 03:15:00-08:00,0.87,-45.404,12.8,
2020-12-02 03:20:00-08:00,0.35,-43.658,12.8,
2020-12-02 03:25:00-08:00,1.27,-43.658,12.9,
2020-12-02 03:30:00-08:00,1.01,-45.404,12.8,-3.5
2020-12-02 03:35:00-08:00,3.9,-43.658,12.8,
2020-12-02 03:40:00-08:00,3.13,-47.15,12.8,
2020-12-02 03:45:00-08:00,3.59,-48.896,12.8,
2020-12-02 03:50:00-08:00,3.08,-48.896,12.8,
2020-12-02 03:55:00-08:00,2.37,-48.896,12.8,
2020-12-02 04:00:00-08:00,2.39,-50.643,12.8,-4.2
2020-12-02 04:05:00-08:00,2.17,-48.896,12.8,
2020-12-02 04:10:00-08:00,2.56,-48.896,12.8,
2020-12-02 04:15:00-08:00,2.33,-47.15,12.8,
2020-12-02 04:20:00-08:00,2.02,-45.404,12.8,
2020-12-02 04:25:00-08:00,0.67,-45.404,12.8,
2020-12-02 04:30:00-08:00,0.87,-45.404,12.8,-4.4
2020-12-02 04:35:00-08:00,0.28,-45.404,12.8,
2020-12-02 04:40:00-08:00,0.81,-48.896,12.8,
2020-12-02 04:45:00-08:00,0.81,-48.896,12.8,
2020-12-02 04:50:00-08:00,1.84,-48.896,12.8,
2020-12-02 04:55:00-08:00,1.77,-50.643,12.8,
2020-12-02 05:00:00-08:00,1.47,-50.643,12.8,-27.8
2020-12-02 05:05:00-08:00,0.99,-50.643,12.8,
2020-12-02 05:10:00-08:00,1.09,-50.643,12.8,
2020-12-02 05:15:00-08:00,0.97,-50.643,12.7,
2020-12-02 05:20:00-08:00,1.02,-50.643,12.8,
2020-12-02 05:25:00-08:00,0.44,-50.643,12.7,
2020-12-02 05:30:00-08:00,0.3,-50.643,12.7,-17.8
2020-12-02 05:35:00-08:00,0.97,-48.896,12.8,
2020-12-02 05:40:00-08:00,1.18,-48.896,12.7,
2020-12-02 05:45:00-08:00,1.47,-50.643,12.8,
2020-12-02 05:50:00-08:00,2.22,-48.896,12.8,
2020-12-02 05:55:00-08:00,1.2,-48.896,12.7,
2020-12-02 06:00:00-08:00,1.34,-50.643,12.7,-5.6
2020-12-02 06:05:00-08:00,0.79,-50.643,12.8,
2020-12-02 06:10:00-08:00,1.54,-48.896,12.7,
2020-12-02 06:15:00-08:00,1.58,-48.896,12.8,
2020-12-02 06:20:00-08:00,0.66,-50.643,12.7,
2020-12-02 06:25:00-08:00,1.12,-48.896,12.6,
2020-12-02 06:30:00-08:00,1.2,-48.896,12.7,-12.2
2020-12-02 06:35:00-08:00,0.98,-47.15,12.7,
2020-12-02 06:40:00-08:00,2.4,-45.404,12.7,
2020-12-02 06:45:00-08:00,0.74,-45.404,12.7,
2020-12-02 06:50:00-08:00,1.99,-45.404,12.7,
2020-12-02 06:55:00-08:00,1.1,-45.404,12.8,
2020-12-02 07:00:00-08:00,0.79,-41.911,12.7,-7.6
2020-12-02 07:05:00-08:00,0.52,-38.419,12.7,
2020-12-02 07:10:00-08:00,0.98,-36.672,12.8,
2020-12-02 07:15:00-08:00,1.22,-33.18,12.9,
2020-12-02 07:20:00-08:00,2.27,-29.687,12.9,
2020-12-02 07:25:00-08:00,1.53,-22.702,13.0,
2020-12-02 07:30:00-08:00,1.26,-17.463,13.0,-2.1
2020-12-02 07:35:00-08:00,1.28,-10.478,13.2,
2020-12-02 07:40:00-08:00,1.99,-1.746,13.4,
2020-12-02 07:45:00-08:00,2.54,-1.746,13.5,
2020-12-02 07:50:00-08:00,3.3,-1.746,13.8,
2020-12-02 07:55:00-08:00,3.72,15.717,13.9,
2020-12-02 08:00:00-08:00,4.77,22.702,13.9,2.4
2020-12-02 08:05:00-08:00,4.8,29.687,14.0,
2020-12-02 08:10:00-08:00,5.41,36.672,14.1,
2020-12-02 08:15:00-08:00,6.26,43.658,14.2,
2020-12-02 08:20:00-08:00,6.36,50.643,14.2,
2020-12-02 08:25:00-08:00,7.09,55.882,14.1,
2020-12-02 08:30:00-08:00,7.09,64.613,14.2,5.4
2020-12-02 08:35:00-08:00,6.77,64.613,14.2,
2020-12-02 08:40:00-08:00,7.83,75.091,14.3,
2020-12-02 08:45:00-08:00,7.7,82.076,14.9,
2020-12-02 08:50:00-08:00,7.75,90.808,14.7,
2020-12-02 08:55:00-08:00,9.18,96.046,14.7,
2020-12-02 09:00:00-08:00,9.36,103.032,15.1,7.2
2020-12-02 09:05:00-08:00,9.46,113.509,15.1,
2020-12-02 09:10:00-08:00,10.09,113.509,15.1,
2020-12-02 09:15:00-08:00,10.41,122.241,15.1,
2020-12-02 09:20:00-08:00,10.41,120.495,15.1,
2020-12-02 09:25:00-08:00,11.6,132.719,15.0,
2020-12-02 09:30:00-08:00,10.59,130.973,15.0,14.6
2020-12-02 09:35:00-08:00,12.12,158.913,15.0,
2020-12-02 09:40:00-08:00,13.41,139.704,14.9,
2020-12-02 09:45:00-08:00,13.18,174.63,15.0,
2020-12-02 09:50:00-08:00,14.45,157.167,14.9,
2020-12-02 09:55:00-08:00,13.09,146.689,14.9,
2020-12-02 10:00:00-08:00,12.13,158.913,14.8,3.8
2020-12-02 10:05:00-08:00,12.36,158.913,14.9,
2020-12-02 10:10:00-08:00,13.27,162.406,14.9,
2020-12-02 10:15:00-08:00,14.38,165.898,14.8,
2020-12-02 10:20:00-08:00,13.41,169.391,14.9,
2020-12-02 10:25:00-08:00,14.12,176.376,14.8,
2020-12-02 10:30:00-08:00,15.66,185.108,14.7,15.5
2020-12-02 10:35:00-08:00,14.35,176.376,14.8,
2020-12-02 10:40:00-08:00,14.26,186.854,14.8,
2020-12-02 10:45:00-08:00,15.12,179.869,14.8,
2020-12-02 10:50:00-08:00,15.02,181.615,14.8,
2020-12-02 10:55:00-08:00,15.33,190.347,14.8,
2020-12-02 11:00:00-08:00,14.83,183.361,14.8,11.1
2020-12-02 11:05:00-08:00,15.27,202.571,14.8,
2020-12-02 11:10:00-08:00,15.12,188.6,14.8,
2020-12-02 11:15:00-08:00,18.32,181.615,14.7,
2020-12-02 11:20:00-08:00,15.89,200.825,14.8,
2020-12-02 11:25:00-08:00,15.85,192.093,14.7,
2020-12-02 11:30:00-08:00,15.35,195.586,14.8,25.1
2020-12-02 11:35:00-08:00,16.09,188.6,14.7,
2020-12-02 11:40:00-08:00,15.83,192.093,14.7,
2020-12-02 11:45:00-08:00,15.81,190.347,14.7,
2020-12-02 11:50:00-08:00,15.89,193.839,14.7,
2020-12-02 11:55:00-08:00,17.94,190.347,14.7,
2020-12-02 12:00:00-08:00,17.45,192.093,14.7,41.0
2020-12-02 12:05:00-08:00,16.9,195.586,14.7,
2020-12-02 12:10:00-08:00,16.83,185.108,14.7,
2020-12-02 12:15:00-08:00,17.05,188.6,14.7,
2020-12-02 12:20:00-08:00,17.53,183.361,14.6,
2020-12-02 12:25:00-08:00,18.32,179.869,14.7,
2020-12-02 12:30:00-08:00,17.22,181.615,14.7,40.5
2020-12-02 12:35:00-08:00,17.47,181.615,14.7,
2020-12-02 12:40:00-08:00,17.23,174.63,14.7,
2020-12-02 12:45:00-08:00,18.76,167.645,14.7,
2020-12-02 12:50:00-08:00,17.48,169.391,14.7,
2020-12-02 12:55:00-08:00,17.8,155.421,14.7,
2020-12-02 13:00:00-08:00,17.7,157.167,14.7,41.7
2020-12-02 13:05:00-08:00,18.52,153.674,14.7,
2020-12-02 13:10:00-08:00,18.2,150.182,14.7,
2020-12-02 13:15:00-08:00,18.74,146.689,14.7,
2020-12-02 13:20:00-08:00,17.73,136.211,14.7,
2020-12-02 13:25:00-08:00,18.95,127.48,14.7,
2020-12-02 13:30:00-08:00,19.3,127.48,14.7,35.1
2020-12-02 13:35:00-08:00,18.67,118.748,14.6,
2020-12-02 13:40:00-08:00,18.62,117.002,14.6,
2020-12-02 13:45:00-08:00,18.74,106.524,14.6,
2020-12-02 13:50:00-08:00,19.32,104.778,14.7,
2020-12-02 13:55:00-08:00,18.52,97.793,14.7,
2020-12-02 14:00:00-08:00,19.73,87.315,14.6,38.2
2020-12-02 14:05:00-08:00,19.65,83.822,14.6,
2020-12-02 14:10:00-08:00,19.25,78.583,14.6,
2020-12-02 14:15:00-08:00,19.48,71.598,14.7,
2020-12-02 14:20:00-08:00,19.18,64.613,14.6,
2020-12-02 14:25:00-08:00,19.55,57.628,14.6,
2020-12-02 14:30:00-08:00,19.46,50.643,14.6,30.0
2020-12-02 14:35:00-08:00,19.7,43.658,14.6,
2020-12-02 14:40:00-08:00,19.75,24.448,14.6,
2020-12-02 14:45:00-08:00,19.59,12.224,14.6,
2020-12-02 14:50:00-08:00,19.84,29.687,14.7,
2020-12-02 14:55:00-08:00,19.49,19.209,14.6,
2020-12-02 15:00:00-08:00,19.63,8.731,14.7,15.9
2020-12-02 15:05:00-08:00,19.75,-1.746,14.7,
2020-12-02 15:10:00-08:00,19.61,-1.746,14.7,
2020-12-02 15:15:00-08:00,19.82,-1.746,14.6,
2020-12-02 15:20:00-08:00,19.77,-6.985,14.7,
2020-12-02 15:25:00-08:00,19.52,-15.717,14.6,
2020-12-02 15:30:00-08:00,19.4,-26.194,14.6,6.6
2020-12-02 15:35:00-08:00,19.41,-34.926,14.6,
2020-12-02 15:40:00-08:00,19.09,-40.165,14.6,
2020-12-02 15:45:00-08:00,18.6,-52.389,14.6,
2020-12-02 15:50:00-08:00,18.76,-55.882,14.7,
2020-12-02 15:55:00-08:00,18.27,-55.882,14.7,
2020-12-02 16:00:00-08:00,17.48,-55.882,14.7,0.1
2020-12-02 16:05:00-08:00,17.17,-57.628,14.7,
2020-12-02 16:10:00-08:00,17.25,-57.628,14.7,
2020-12-02 16:15:00-08:00,17.36,-61.12,14.7,
2020-12-02 16:20:00-08:00,17.16,-59.374,13.6,
2020-12-02 16:25:00-08:00,16.77,-57.628,13.4,
2020-12-02 16:30:00-08:00,16.21,-57.628,13.3,-0.6
2020-12-02 16:35:00-08:00,16.02,-57.628,13.2,
2020-12-02 16:40:00-08:00,15.39,-57.628,13.1,
2020-12-02 16:45:00-08:00,15.65,-55.882,13.2,
2020-12-02 16:50:00-08:00,15.37,-55.882,13.1,
2020-12-02 16:55:00-08:00,15.37,-57.628,13.2,
2020-12-02 17:00:00-08:00,14.66,-55.882,13.1,0.0
2020-12-02 17:05:00-08:00,13.62,-55.882,13.1,
2020-12-02 17:10:00-08:00,13.08,-55.882,13.1,
2020-12-02 17:15:00-08:00,13.32,-57.628,13.0,
2020-12-02 17:20:00-08:00,13.4,-61.12,13.1,
2020-12-02 17:25:00-08:00,13.84,-55.882,13.1,
2020-12-02 17:30:00-08:00,12.77,-54.135,13.1,-0.3
2020-12-02 17:35:00-08:00,11.82,-57.628,13.1,
2020-12-02 17:40:00-08:00,12.0,-55.882,13.1,
2020-12-02 17:45:00-08:00,12.09,-55.882,13.1,
2020-12-02 17:50:00-08:00,12.62,-57.628,13.1,
2020-12-02 17:55:00-08:00,12.9,-55.882,13.1,
2020-12-02 18:00:00-08:00,12.58,-55.882,13.1,1.1
2020-12-02 18:05:00-08:00,12.3,-54.135,13.1,
2020-12-02 18:10:00-08:00,11.67,-52.389,13.0,
2020-12-02 18:15:00-08:00,11.7,-52.389,13.0,
2020-12-02 18:20:00-08:00,11.14,-50.643,13.0,
2020-12-02 18:25:00-08:00,11.0,-50.643,13.1,
2020-12-02 18:30:00-08:00,10.7,-50.643,13.1,2.3
2020-12-02 18:35:00-08:00,9.99,-52.389,13.0,
2020-12-02 18:40:00-08:00,9.2,-50.643,13.1,
2020-12-02 18:45:00-08:00,10.51,-52.389,13.1,
2020-12-02 18:50:00-08:00,10.4,-50.643,13.1,
2020-12-02 18:55:00-08:00,9.88,-50.643,13.1,
2020-12-02 19:00:00-08:00,9.91,-50.643,13.0,-1.5
2020-12-02 19:05:00-08:00,9.77,-48.896,13.0,
2020-12-02 19:10:00-08:00,9.93,-48.896,13.0,
2020-12-02 19:15:00-08:00,9.05,-47.15,13.0,
2020-12-02 19:20:00-08:00,9.17,-47.15,13.1,
2020-12-02 19:25:00-08:00,8.98,-47.15,13.0,
2020-12-02 19:30:00-08:00,8.91,-47.15,13.1,12.7
2020-12-02 19:35:00-08:00,8.88,-47.15,13.0,
2020-12-02 19:40:00-08:00,9.03,-47.15,13.0,
2020-12-02 19:45:00-08:00,9.26,-48.896,13.0,
2020-12-02 19:50:00-08:00,8.55,-47.15,13.0,
2020-12-02 19:55:00-08:00,7.84,-45.404,13.0,
2020-12-02 20:00:00-08:00,7.16,-47.15,13.0,-1.6
2020-12-02 20:05:00-08:00,4.98,-45.404,13.0,
2020-12-02 20:10:00-08:00,5.96,-45.404,13.0,
2020-12-02 20:15:00-08:00,6.52,-47.15,12.9,
2020-12-02 20:20:00-08:00,7.0,-50.643,13.0,
2020-12-02 20:25:00-08:00,6.29,-52.389,12.9,
2020-12-02 20:30:00-08:00,5.86,-52.389,12.9,-13.4
2020-12-02 20:35:00-08:00,5.71,-52.389,13.0,
2020-12-02 20:40:00-08:00,5.66,-54.135,13.0,
2020-12-02 20:45:00-08:00,5.78,-52.389,12.9,
2020-12-02 20:50:00-08:00,5.2,-52.389,13.0,
2020-12-02 20:55:00-08:00,5.17,-50.643,13.0,
2020-12-02 21:00:00-08:00,5.68,-52.389,12.9,-17.6
2020-12-02 21:05:00-08:00,6.19,-52.389,13.0,
2020-12-02 21:10:00-08:00,5.7,-52.389,13.0,
2020-12-02 21:15:00-08:00,5.66,-48.896,12.9,
2020-12-02 21:20:00-08:00,5.13,-48.896,13.0,
2020-12-02 21:25:00-08:00,4.76,-47.15,12.9,
2020-12-02 21:30:00-08:00,5.8,-48.896,12.9,-19.3
2020-12-02 21:35:00-08:00,6.0,-48.896,12.9,
2020-12-02 21:40:00-08:00,5.06,-48.896,13.0,
2020-12-02 21:45:00-08:00,4.64,-48.896,12.9,
2020-12-02 21:50:00-08:00,5.27,-43.658,13.0,
2020-12-02 21:55:00-08:00,4.92,-45.404,12.9,
2020-12-02 22:00:00-08:00,5.48,-47.15,12.9,-5.8
2020-12-02 22:05:00-08:00,5.68,-48.896,13.0,
2020-12-02 22:10:00-08:00,5.2,-47.15,13.0,
2020-12-02 22:15:00-08:00,4.8,-45.404,12.9,
2020-12-02 22:20:00-08:00,4.11,-45.404,12.9,
2020-12-02 22:25:00-08:00,5.06,-48.896,13.0,
2020-12-02 22:30:00-08:00,4.89,-52.389,12.9,-8.0
2020-12-02 22:35:00-08:00,5.47,-50.643,12.9,
2020-12-02 22:40:00-08:00,5.56,-47.15,12.9,
2020-12-02 22:45:00-08:00,6.77,-48.896,12.9,
2020-12-02 22:50:00-08:00,5.33,-50.643,12.9,
2020-12-02 22:55:00-08:00,3.8,-47.15,12.9,
2020-12-02 23:00:00-08:00,3.87,-48.896,12.9,-6.1
2020-12-02 23:05:00-08:00,4.29,-45.404,12.9,
2020-12-02 23:10:00-08:00,4.59,-48.896,12.9,
2020-12-02 23:15:00-08:00,3.9,-45.404,13.0,
2020-12-02 23:20:00-08:00,4.77,-48.896,12.9,
2020-12-02 23:25:00-08:00,5.9,-47.15,12.9,
2020-12-02 23:30:00-08:00,4.8,-47.15,12.9,-1.5
2020-12-02 23:35:00-08:00,4.0,-45.404,12.9,
2020-12-02 23:40:00-08:00,4.36,-48.896,12.9,
2020-12-02 23:45:00-08:00,4.46,-48.896,12.9,
2020-12-02 23:50:00-08:00,4.57,-47.15,12.9,
2020-12-02 23:55:00-08:00,4.24,-48.896,12.9,
2020-12-03 00:05:00-08:00,3.94,-47.15,12.9,
2020-12-03 00:10:00-08:00,3.53,-45.404,12.9,
2020-12-03 00:15:00-08:00,3.91,-41.911,12.9,
2020-12-03 00:20:00-08:00,3.8,-41.911,12.9,
2020-12-03 00:25:00-08:00,3.26,-45.404,12.9,
2020-12-03 00:30:00-08:00,2.59,-47.15,12.9,0.6
2020-12-03 00:35:00-08:00,2.73,-45.404,12.9,
2020-12-03 00:40:00-08:00,1.69,-45.404,12.9,
2020-12-03 00:45:00-08:00,2.92,-47.15,12.9,
2020-12-03 00:50:00-08:00,2.43,-48.896,12.9,
2020-12-03 00:55:00-08:00,1.98,-48.896,12.9,
2020-12-03 01:00:00-08:00,2.24,-45.404,12.9,-7.2
2020-12-03 01:05:00-08:00,2.68,-48.896,12.9,
2020-12-03 01:10:00-08:00,2.36,-48.896,12.9,
2020-12-03 01:15:00-08:00,1.59,-48.896,12.9,
2020-12-03 01:20:00-08:00,3.73,-50.643,12.9,
2020-12-03 01:25:00-08:00,2.68,-50.643,12.9,
2020-12-03 01:30:00-08:00,2.93,-47.15,12.9,-2.3
2020-12-03 01:35:00-08:00,2.59,-43.658,12.9,
2020-12-03 01:40:00-08:00,3.41,-45.404,12.8,
2020-12-03 01:45:00-08:00,3.1,-45.404,12.9,
2020-12-03 01:50:00-08:00,1.88,-43.658,12.8,
2020-12-03 01:55:00-08:00,2.14,-43.658,12.9,
2020-12-03 02:00:00-08:00,2.58,-41.911,12.9,-1.4
2020-12-03 02:05:00-08:00,3.14,-45.404,12.9,
2020-12-03 02:10:00-08:00,1.48,-47.15,12.9,
2020-12-03 02:15:00-08:00,1.84,-47.15,12.8,
2020-12-03 02:20:00-08:00,2.14,-45.404,12.9,
2020-12-03 02:25:00-08:00,2.55,-47.15,12.9,
2020-12-03 02:30:00-08:00,2.16,-45.404,12.8,-0.6
2020-12-03 02:35:00-08:00,2.34,-47.15,12.8,
2020-12-03 02:40:00-08:00,2.14,-43.658,12.8,
2020-12-03 02:45:00-08:00,3.14,-48.896,12.9,
2020-12-03 02:50:00-08:00,2.7,-43.658,12.8,
2020-12-03 02:55:00-08:00,2.77,-47.15,12.8,
2020-12-03 03:00:00-08:00,2.82,-43.658,12.8,0.1
2020-12-03 03:05:00-08:00,2.24,-47.15,12.8,
2020-12-03 03:10:00-08:00,1.34,-45.404,12.8,
2020-12-03 03:15:00-08:00,2.46,-43.658,12.9,
2020-12-03 03:20:00-08:00,2.49,-41.911,12.8,
2020-12-03 03:25:00-08:00,2.12,-43.658,12.8,
2020-12-03 03:30:00-08:00,2.77,-40.165,12.8,-1.0
2020-12-03 03:35:00-08:00,2.98,-43.658,12.8,
2020-12-03 03:40:00-08:00,3.06,-43.658,12.8,
2020-12-03 03:45:00-08:00,1.23,-45.404,12.8,
2020-12-03 03:50:00-08:00,1.83,-41.911,12.8,
2020-12-03 03:55:00-08:00,1.0,-43.658,12.8,
2020-12-03 04:00:00-08:00,1.49,-41.911,12.8,-2.2
2020-12-03 04:05:00-08:00,1.84,-41.911,12.8,
2020-12-03 04:10:00-08:00,1.05,-43.658,12.8,
2020-12-03 04:15:00-08:00,2.06,-45.404,12.8,
2020-12-03 04:20:00-08:00,2.32,-45.404,12.8,
2020-12-03 04:25:00-08:00,0.8,-48.896,12.7,
2020-12-03 04:30:00-08:00,0.3,-47.15,12.8,0.0
2020-12-03 04:35:00-08:00,0.81,-45.404,12.8,
2020-12-03 04:40:00-08:00,0.53,-45.404,12.9,
2020-12-03 04:45:00-08:00,0.38,-45.404,12.8,
2020-12-03 04:50:00-08:00,0.3,-45.404,12.8,
2020-12-03 04:55:00-08:00,1.06,-45.404,12.7,
2020-12-03 05:00:00-08:00,1.39,-47.15,12.7,-11.8
2020-12-03 05:05:00-08:00,1.45,-50.643,12.8,
2020-12-03 05:10:00-08:00,2.37,-52.389,12.7,
2020-12-03 05:15:00-08:00,1.89,-50.643,12.8,
2020-12-03 05:20:00-08:00,1.36,-50.643,12.8,
2020-12-03 05:25:00-08:00,0.67,-45.404,12.8,
2020-12-03 05:30:00-08:00,0.92,-45.404,12.8,-4.4
2020-12-03 05:35:00-08:00,1.37,-48.896,12.7,
2020-12-03 05:40:00-08:00,1.66,-47.15,12.7,
2020-12-03 05:45:00-08:00,2.09,-48.896,12.7,
2020-12-03 05:50:00-08:00,1.34,-47.15,12.7,
2020-12-03 05:55:00-08:00,0.91,-45.404,12.7,
2020-12-03 06:00:00-08:00,0.97,-41.911,12.7,-3.0
2020-12-03 06:05:00-08:00,1.89,-40.165,12.7,
2020-12-03 06:10:00-08:00,2.25,-38.419,12.7,
2020-12-03 06:15:00-08:00,2.67,-31.433,12.8,
2020-12-03 06:20:00-08:00,2.24,-41.911,12.7,
2020-12-03 06:25:00-08:00,2.38,-43.658,12.7,
2020-12-03 06:30:00-08:00,2.49,-45.404,12.7,0.0
2020-12-03 06:35:00-08:00,1.49,-43.658,12.7,
2020-12-03 06:40:00-08:00,0.81,-41.911,12.7,
2020-12-03 06:45:00-08:00,-0.17,-38.419,12.7,
2020-12-03 06:50:00-08:00,0.05,-40.165,12.7,
2020-12-03 06:55:00-08:00,1.54,-38.419,12.7,
2020-12-03 07:00:00-08:00,0.48,-40.165,12.7,-50.0
2020-12-03 07:05:00-08:00,1.51,-34.926,12.7,
2020-12-03 07:10:00-08:00,0.87,-33.18,12.8,
2020-12-03 07:15:00-08:00,2.07,-31.433,12.8,
2020-12-03 07:20:00-08:00,2.52,-26.194,12.9,
2020-12-03 07:25:00-08:00,2.66,-19.209,13.0,
2020-12-03 07:30:00-08:00,1.92,-15.717,13.0,0.0
2020-12-03 07:35:00-08:00,1.73,-6.985,13.2,
2020-12-03 07:40:00-08:00,2.55,-1.746,13.3,
2020-12-03 07:45:00-08:00,2.96,-1.746,13.6,
2020-12-03 07:50:00-08:00,3.9,-1.746,13.7,
2020-12-03 07:55:00-08:00,4.59,13.97,13.9,
2020-12-03 08:00:00-08:00,4.9,20.956,13.9,1.4
2020-12-03 08:05:00-08:00,5.33,20.956,14.0,
2020-12-03 08:10:00-08:00,5.35,38.419,14.0,
2020-12-03 08:15:00-08:00,6.02,41.911,14.1,
2020-12-03 08:20:00-08:00,6.69,48.896,14.1,
2020-12-03 08:25:00-08:00,6.88,55.882,14.1,
2020-12-03 08:30:00-08:00,7.63,64.613,14.1,15.7
2020-12-03 08:35:00-08:00,8.03,64.613,14.2,
2020-12-03 08:40:00-08:00,7.91,76.837,14.3,
2020-12-03 08:45:00-08:00,8.35,85.569,14.7,
2020-12-03 08:50:00-08:00,8.24,94.3,14.5,
2020-12-03 08:55:00-08:00,8.7,94.3,14.5,
2020-12-03 09:00:00-08:00,9.84,99.539,14.8,8.0
2020-12-03 09:05:00-08:00,9.58,110.017,15.1,
2020-12-03 09:10:00-08:00,10.76,111.763,15.1,
2020-12-03 09:15:00-08:00,11.52,118.748,15.0,
